text,label
Wild,0
Kitchen,0
Gou,1
Maloof,0
Withers,0
Apsley,0
Gemmell,0
Williams,0
Pallett,0
Aylott,0
Pinsmail,0
Skelly,0
Greenleaf,0
Harb,0
Wadham,0
Ganim,0
Packer,0
Morcos,0
Rong,1
Vicens,0
Botros,0
Lacey,0
Nazari,0
Morcos,0
Titterington,0
Smit,0
Basara,0
Pond,0
Readle,0
Philip,0
Elliston,0
Cham,0
Hua,1
Hunter,0
Stock,0
Blackwell,0
Hutchins,0
Yarnold,0
Awad,0
Shadid,0
Leech,0
Floyd,0
Armer,0
Evison,0
Elwood,0
Dickens,0
Sleiman,0
Guirguis,0
Almasi,0
Tidmarsh,0
Austen,0
Alexnader,0
Shamoun,0
Tuma,0
Masih,0
Gaudin,0
Kanes,0
Nassar,0
Newman,0
Almasi,0
Warn,0
Issa,0
Baz,0
Kell,0
Forth,0
Dyson,0
Lake,0
Leese,0
Guirguis,0
Gaber,0
Begum,0
Bowden,0
Shadid,0
Nicoll,0
Parmar,0
Everson,0
Rickett,0
Orman,0
Craig,0
Isa,0
Cousin,0
Salib,0
Nassar,0
Assaf,0
Murray,0
Kalb,0
Tanner,0
Cheng,1
Killock,0
Floss,0
Rao,1
Masih,0
Rennie,0
Bevan,0
Kinsella,0
Leys,0
Ingermann,0
Fakhoury,0
Neilsen,0
Albert,0
Pledger,0
Haddad,0
Asker,0
Bainbridge,0
Janes,0
Teasdale,0
Mathews,0
Jones,0
Neave,0
Anakin,0
Lynas,0
Attia,0
Alldridge,0
Asfour,0
Ashman,0
Wale,0
Buckingham,0
Sarkis,0
Auberton,0
Turford,0
Almasi,0
Illing,0
Langley,0
Wilcox,0
Bazzi,0
Berger,0
Jonhson,0
Fulton,0
Wyatt,0
Antar,0
Shamoon,0
Tappin,0
Ang,1
Guan,1
Stott,0
Totah,0
Patten,0
Trotman,0
Asfour,0
Hajjar,0
Harrison,0
Bazzi,0
Lam,1
Akram,0
Morcos,0
Khoury,0
Awad,0
Nicholl,0
Hegney,0
Thurgood,0
Haik,0
Nassar,0
Saleh,0
Sarkis,0
Fox,0
Fielder,0
Handal,0
Salib,0
Trennery,0
Wasem,0
Turnbull,0
Lang,0
Biddle,0
Devenish,0
Naifeh,0
Mcelroy,0
Baba,0
Vinny,0
Groves,0
Saliba,0
Gerges,0
Saliba,0
Safar,0
Sarraf,0
Said,0
Shaw,0
Basara,0
Bannister,0
Dunnett,0
Assaf,0
Snowdon,0
Said,0
Ghanem,0
Otton,0
Anton,0
Donald,0
Boutros,0
Ashford,0
Drinkwater,0
Eales,0
Kong,1
Morcos,0
Malouf,0
Mansour,0
Tinker,0
East,0
Adamson,0
Kattan,0
Moss,0
Bao,1
Zha,1
Cornock,0
Naifeh,0
Asghar,0
Owens,0
Crane,0
Tai,1
Gunning,0
Guinard,0
Mahoney,0
Daher,0
Deeb,0
Blakey,0
Khalil,0
Gardner,0
Hawley,0
Kassis,0
Traynor,0
Samaha,0
Bahar,0
Partlett,0
Bazzi,0
Moriarty,0
Mikhail,0
Norgate,0
Zogby,0
Wiles,0
Quirk,0
Silva,0
Tannous,0
Wasem,0
Bahar,0
Awad,0
Shammas,0
Edgley,0
Salib,0
Kassab,0
Kouri,0
Botros,0
Antar,0
Riches,0
Rafferty,0
Amari,0
Cham,0
Upson,0
Macrae,0
Najjar,0
Jefferson,0
Dawkins,0
Best,0
Zogby,0
Wintersgill,0
Deegan,0
Quraishi,0
Styles,0
Roscoe,0
Tomlinson,0
Tohill,0
Woo,1
Elcock,0
Mccormack,0
Paterson,0
Adderley,0
Khoury,0
Lowis,0
Wasem,0
Kerrison,0
Larkings,0
Koury,0
Asghar,0
Jenkyns,0
Awad,0
Ghannam,0
Gerges,0
Sha,1
Ganim,0
Goldsworthy,0
Moore,0
Newsome,0
Naser,0
Maalouf,0
Merritt,0
Shammas,0
Malouf,0
Drake,0
Bishara,0
Orme,0
Yim,1
Crow,0
Halabi,0
Goldsmith,0
Elford,0
Weeks,0
Hepburn,0
Chamberlain,0
Sabbag,0
Ferry,0
Oleary,0
Kouri,0
Boutros,0
Wragg,0
Shalhoub,0
Edmondson,0
Tombs,0
Jury,0
Shamoun,0
Amari,0
Nahas,0
Hajjar,0
Holden,0
Mcmanus,0
Peaper,0
Schmid,0
Rainford,0
Palfrey,0
Gammer,0
Featherstone,0
Seif,0
Thelwell,0
Preston,0
Skipper,0
Kore,0
Jasper,0
Ginty,0
Connolly,0
Basara,0
Stevenson,0
Asfour,0
Morcos,0
Abboud,0
Easen,0
Tomkins,0
Lew,1
Dempsey,0
Bazzi,0
Saliba,0
Jagger,0
Baba,0
Isa,0
Guirguis,0
Noggins,0
Ganem,0
Yard,0
Nazari,0
Panesar,0
Aswad,0
Mifsud,0
Sarkis,0
Baba,0
Pemberton,0
Dupont,0
Pearce,0
Man,1
Ganem,0
Wolstencroft,0
Rust,0
Atkins,0
Tomlin,0
Radcliffe,0
Symonds,0
Baker,0
Xiang,1
Yan,1
Keywood,0
Quinnell,0
Tuma,0
Chidlow,0
Isbitt,0
Pounder,0
Bowler,0
Grant,0
Mustafa,0
Handal,0
Amari,0
Hakimi,0
Wasem,0
Bahar,0
Millard,0
Baz,0
Ostler,0
Mustafa,0
Meredith,0
Chatterton,0
Tahan,0
Ba,0
Boutros,0
Bazzi,0
Rahal,0
Almasi,0
Driver,0
Bancroft,0
Donkin,0
Aswad,0
Chi,1
Geeson,0
Greening,0
Reyes,0
Shamon,0
Totah,0
Jukes,0
Keetley,0
Shadid,0
Mccullough,0
Seif,0
Holl,0
Donn,0
Tilston,0
Appleyard,0
Bishara,0
Chauhan,0
Handal,0
Giblin,0
Parker,0
Assaf,0
Antar,0
Kelly,0
Everdell,0
Doors,0
Maloof,0
Srour,0
Garbutt,0
Tailor,0
Kouri,0
